clade_name	clade_taxid	new_LMR0024_S32_R1_001_profiled_metagenome	new_LMR0023_S24_R1_001_profiled_metagenome	new_LMR0022_S46_R1_001_profiled_metagenome	new_LMR0021_S13_R1_001_profiled_metagenome	new_LMR0017_S44_R1_001_profiled_metagenome	new_LMR0012_S52_R1_001_profiled_metagenome	new_LMR0011_S49_R1_001_profiled_metagenome	new_LMR0009_S31_R1_001_profiled_metagenome	new_LMR0008_S47_R1_001_profiled_metagenome	new_LMR0007_S17_R1_001_profiled_metagenome	new_LMR0006_S281_R1_001_profiled_metagenome	new_LMR0004_S4_R1_001_profiled_metagenome	new_HUMO902_S50_R1_001_profiled_metagenome	new_HUMO899_S52_R1_001_profiled_metagenome	new_HUMO887_S48_R1_001_profiled_metagenome	new_HUMO865_S46_R1_001_profiled_metagenome	new_HUMO854_S44_R1_001_profiled_metagenome	new_HUMO848_S42_R1_001_profiled_metagenome	new_HUMO846_S54_R1_001_profiled_metagenome	new_HUMO844_S40_R1_001_profiled_metagenome	new_HUMO830_S62_R1_001_profiled_metagenome	new_HUMO829_S38_R1_001_profiled_metagenome	new_HUMO825_S36_R1_001_profiled_metagenome	new_HUMO775_S34_R1_001_profiled_metagenome	new_HUMO767_S32_R1_001_profiled_metagenome	new_HUMO756_S58_R1_001_profiled_metagenome	new_HUMO752_S30_R1_001_profiled_metagenome	new_HUMO749_S28_R1_001_profiled_metagenome	new_HUMO681_S26_R1_001_profiled_metagenome	new_HUMO678_S60_R1_001_profiled_metagenome	new_HUMO668_S24_R1_001_profiled_metagenome	new_HUMO624_S22_R1_001_profiled_metagenome	new_HUMO609_S56_R1_001_profiled_metagenome	new_HUMO587_S20_R1_001_profiled_metagenome	new_HUMO581_S18_R1_001_profiled_metagenome	new_HUMO546_S16_R1_001_profiled_metagenome	new_HUM1019_S191_R1_001_profiled_metagenome	new_HUM1017_S29_R1_001_profiled_metagenome	new_HUM1014_S22_R1_001_profiled_metagenome	new_HUM0994_S9_R1_001_profiled_metagenome	new_HUM0992_S15_R1_001_profiled_metagenome	new_HUM0991_S11_R1_001_profiled_metagenome	new_HUM0946_S8_R1_001_profiled_metagenome	new_HUM0941_S3_R1_001_profiled_metagenome	new_HUM0932_S19_R1_001_profiled_metagenome	new_HUM0931_S40_R1_001_profiled_metagenome	new_HUM0929_S35_R1_001_profiled_metagenome	new_HUM0898_S38_R1_001_profiled_metagenome	new_HUM0896_S30_R1_001_profiled_metagenome	new_HUM0894_S23_R1_001_profiled_metagenome	new_HUM0853_S48_R1_001_profiled_metagenome	new_HUM0851_S16_R1_001_profiled_metagenome	new_HUM0847_S12_R1_001_profiled_metagenome	new_HUM0816_S37_R1_001_profiled_metagenome	new_HUM0812_S25_R1_001_profiled_metagenome	new_HUM0741_S18_R1_001_profiled_metagenome	new_HUM0739_S190_R1_001_profiled_metagenome	new_HUM0738_S189_R1_001_profiled_metagenome	new_HUM0607_S188_R1_001_profiled_metagenome	new_HUM0604_S51_R1_001_profiled_metagenome	new_HUM0603_S36_R1_001_profiled_metagenome	new_HUM0583_S186_R1_001_profiled_metagenome	new_HUM0582_S39_R1_001_profiled_metagenome	new_HUM0579_S34_R1_001_profiled_metagenome	new_HUM0496_S6_R1_001_profiled_metagenome	new_HUM0495_S7_R1_001_profiled_metagenome	new_HUM0493_S42_R1_001_profiled_metagenome	new_HUM0444_S50_R1_001_profiled_metagenome	new_HUM0442_S283_R1_001_profiled_metagenome	new_HUM0439_S41_R1_001_profiled_metagenome	new_HUM0329_S27_R1_001_profiled_metagenome	new_HUM0324_S20_R1_001_profiled_metagenome	new_HUM0322_S282_R1_001_profiled_metagenome	new_HUM0235_S45_R1_001_profiled_metagenome	new_HUM0233_S187_R1_001_profiled_metagenome	new_HUM0152_S5_R1_001_profiled_metagenome	new_HUM0149_S28_R1_001_profiled_metagenome	new_HUM0148_S21_R1_001_profiled_metagenome	new_HUM0042_S1_R1_001_profiled_metagenome	new_HUM0041_S14_R1_001_profiled_metagenome	new_HUM0038_S10_R1_001_profiled_metagenome
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriales_unclassified|g__Eubacteriales_unclassified|s__Bacteroides_pectinophilus|t__SGB5068	2|1239|186801|186802|||384638|	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.11302	0	0	0	0.06778	0	0	0	0.97942	0	0.0446	0.08699	0	0	0	0	0	0	0.12656	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.09762	0	0	0	0	0	0	0	0	0.03089	0	0	0	0	0	0	0	0	0	0.03955	0	0.35957	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriales_unclassified|g__Eubacteriales_unclassified|s__Clostridiales_bacterium	2|1239|186801|186802|||1898207	0	0	0	0	0	0	0	0	0	0	0	0	0.01563	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00767	0.25616	0.01642	0.01197	0	0	0	0	0	0	0	0.02319	0	0	0	0.00561	0	0	0.00278	0	0.00888	0.00953	0	0	0.0067	0.00798	0	0	0	0.01627	0	0	0.00541	0	0.0042	0.00379	0.03669	0	0	0	0.01161	0	0	0.00315	0	0	0	0	0	0.00444	0.00129	0.02338	0.03153	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriales_unclassified|g__Eubacteriales_unclassified|s__Clostridiales_bacterium_KLE1615	2|1239|186801|186802|||1715004	0	0	0	0	0	0	0	0	0	0	0	0	0.06252	0.05743	0.08421	0.28821	0.09882	0.01915	0.14406	0.06223	0.32391	0.0756	0.02348	0.03931	0.08476	0.33705	0.60842	0.1353	0.54461	0.02975	0.05981	0.02236	0.0813	0.24176	0.13074	0.27251	0	0	0.03496	0.14489	0	0	0.0483	0	0	0.44348	0	0.04167	0.0231	0.02345	0	0.09789	0.13488	0.01193	0	0	0.16811	0.11815	0.00199	0.15529	0.01605	0.10138	0.10423	0.08447	0	0.13126	0.05599	0.25612	0	0	0.02303	0.02937	0.04465	0.00298	0	0	0.56919	0.04927	0.08735	0.27912	0.01205
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriales_unclassified|g__Eubacteriales_unclassified|s__Clostridiales_bacterium_KLE1615|t__SGB5090	2|1239|186801|186802|||1715004|	0	0	0	0	0	0	0	0	0	0	0	0	0.06252	0.05743	0.08421	0.28821	0.09882	0.01915	0.14406	0.06223	0.32391	0.0756	0.02348	0.03931	0.08476	0.33705	0.60842	0.1353	0.54461	0.02975	0.05981	0.02236	0.0813	0.24176	0.13074	0.27251	0	0	0.03496	0.14489	0	0	0.0483	0	0	0.44348	0	0.04167	0.0231	0.02345	0	0.09789	0.13488	0.01193	0	0	0.16811	0.11815	0.00199	0.15529	0.01605	0.10138	0.10423	0.08447	0	0.13126	0.05599	0.25612	0	0	0.02303	0.02937	0.04465	0.00298	0	0	0.56919	0.04927	0.08735	0.27912	0.01205
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriales_unclassified|g__Eubacteriales_unclassified|s__Clostridiales_bacterium_NSJ_40	2|1239|186801|186802|||2763662	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00587	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriales_unclassified|g__Eubacteriales_unclassified|s__Clostridiales_bacterium_NSJ_40|t__SGB72336	2|1239|186801|186802|||2763662|	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00587	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriales_unclassified|g__Eubacteriales_unclassified|s__Clostridiales_bacterium_VE202_01	2|1239|186801|186802|||1232438	0.0022	0.00476	0.02879	0	0	0	0	0.00165	0.0392	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriales_unclassified|g__Eubacteriales_unclassified|s__Clostridiales_bacterium_VE202_01|t__SGB6749	2|1239|186801|186802|||1232438|	0.0022	0.00476	0.02879	0	0	0	0	0.00165	0.0392	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriales_unclassified|g__Eubacteriales_unclassified|s__Clostridiales_bacterium|t__SGB15146	2|1239|186801|186802|||1898207|	0	0	0	0	0	0	0	0	0	0	0	0	0.01563	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00767	0.25616	0.01642	0.01197	0	0	0	0	0	0	0	0.02319	0	0	0	0.00561	0	0	0.00278	0	0.00888	0.00953	0	0	0.0067	0.00798	0	0	0	0.01627	0	0	0.00541	0	0.0042	0.00379	0.03669	0	0	0	0.01161	0	0	0.00315	0	0	0	0	0	0.00444	0.00129	0.02338	0.03153	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriales_unclassified|g__Eubacteriales_unclassified|s__Eubacteriales_unclassified_SGB15145	2|1239|186801|186802|||	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0096	0	0	0	0	0	0	0.06892	0	0	0.0036	0	0	0	0	0	0	0.00704	0.0065	0	0	0.0017	0	0	0	0	0	0	0	0.00295	0	0	0.0178	0	0.00318	0.00253	0	0	0	0.02697	0	0	0	0	0	0	0.02824	0	0	0.00897	0.0246	0	0	0	0.02486	0	0	0	0	0	0	0	0	0	0.00246	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriales_unclassified|g__Eubacteriales_unclassified|s__Eubacteriales_unclassified_SGB15145|t__SGB15145	2|1239|186801|186802||||	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0096	0	0	0	0	0	0	0.06892	0	0	0.0036	0	0	0	0	0	0	0.00704	0.0065	0	0	0.0017	0	0	0	0	0	0	0	0.00295	0	0	0.0178	0	0.00318	0.00253	0	0	0	0.02697	0	0	0	0	0	0	0.02824	0	0	0.00897	0.0246	0	0	0	0.02486	0	0	0	0	0	0	0	0	0	0.00246	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriales_unclassified|g__Evtepia	2|1239|186801|186802||2211178	0	0	0.00859	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriales_unclassified|g__Evtepia|s__Evtepia_gabavorous	2|1239|186801|186802||2211178|2211183	0	0	0.00859	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriales_unclassified|g__Evtepia|s__Evtepia_gabavorous|t__SGB15120	2|1239|186801|186802||2211178|2211183|	0	0	0.00859	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriales_unclassified|g__Gemmiger	2|1239|186801|186802||204475	0	0	0	0	0	0	0	0.01015	0	0	0	0	0.08672	1.47895	0.10661	0.01762	1.68182	0.04936	0.24088	0.17567	0.41675	0.37199	0.13904	0.28801	0.07587	0.93792	0.64017	0.04664	0.57672	0.20133	0.20631	0.05055	0.20343	0.11444	0.1959	0.05494	0	0	0.37082	1.50609	0	0	0.37025	0	0	0.02169	0	0.45849	0.06416	0.11561	0.03872	0.61952	0.43282	0.28918	0	0	0.07055	0.34791	1.40723	0.12633	0.0285	0.77674	0.39734	1.59881	0	1.34453	0.61446	0.30149	0	0	0.12153	0.37967	0.17183	0.05823	0.04569	0.01375	1.01799	0.56615	0.21405	1.79931	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriales_unclassified|g__Gemmiger|s__Gemmiger_SGB15292	2|1239|186801|186802||204475|	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.10224	0	0.08274	0	0.31011	0.28613	0.03525	0.01579	0	0.27613	0	0	0	0	0.06003	0.00798	0	0.03215	0	0	0	0	0.00519	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02114	0	0	0	0	0.06158	1.05481	0.0013	0.01071	0	0.38747	0.78062	0	0.48048	0	0.0375	0	0	0.02558	0.09966	0	0	0	0	0.18856	0.27427	0	0.6824	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriales_unclassified|g__Gemmiger|s__Gemmiger_SGB15292|t__SGB15292	2|1239|186801|186802||204475||	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.10224	0	0.08274	0	0.31011	0.28613	0.03525	0.01579	0	0.27613	0	0	0	0	0.06003	0.00798	0	0.03215	0	0	0	0	0.00519	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02114	0	0	0	0	0.06158	1.05481	0.0013	0.01071	0	0.38747	0.78062	0	0.48048	0	0.0375	0	0	0.02558	0.09966	0	0	0	0	0.18856	0.27427	0	0.6824	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriales_unclassified|g__Gemmiger|s__Gemmiger_SGB15295	2|1239|186801|186802||204475|	0	0	0	0	0	0	0	0	0	0	0	0	0.07864	0	0.00545	0.01762	0	0.01888	0	0.07853	0.03468	0.05351	0.05105	0.01296	0	0.34479	0.20558	0	0	0.01787	0.03757	0.01411	0	0.02307	0	0	0	0	0	0	0	0	0.08456	0	0	0	0	0	0	0.07591	0	0.4552	0.15868	0.00785	0	0	0	0	0.33988	0.01032	0.0062	0	0	0	0	0	0.36765	0	0	0	0.00138	0.01554	0.04197	0	0.03219	0	0.0532	0.00336	0	0.03518	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriales_unclassified|g__Gemmiger|s__Gemmiger_SGB15295|t__SGB15295	2|1239|186801|186802||204475||	0	0	0	0	0	0	0	0	0	0	0	0	0.07864	0	0.00545	0.01762	0	0.01888	0	0.07853	0.03468	0.05351	0.05105	0.01296	0	0.34479	0.20558	0	0	0.01787	0.03757	0.01411	0	0.02307	0	0	0	0	0	0	0	0	0.08456	0	0	0	0	0	0	0.07591	0	0.4552	0.15868	0.00785	0	0	0	0	0.33988	0.01032	0.0062	0	0	0	0	0	0.36765	0	0	0	0.00138	0.01554	0.04197	0	0.03219	0	0.0532	0.00336	0	0.03518	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriales_unclassified|g__Gemmiger|s__Gemmiger_SGB15299	2|1239|186801|186802||204475|	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01683	0.09634	0	0.03171	0.03235	0.01281	0.07737	0.04839	0.17298	0.03044	0.02143	0	0	0.04087	0	0.0586	0	0.07928	0.01427	0	0	0.02582	0	0	0	0.06898	0	0	0	0	0.00411	0.03872	0	0	0	0.16456	0	0	0	0.01929	0	0	0.06144	0	0	0.00987	0.01126	0	0	0.00836	0.20329	0	0	0.00307	0.03844	0	0.05823	0.0135	0.00201	0.3798	0.034	0.00282	0.44037	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriales_unclassified|g__Gemmiger|s__Gemmiger_SGB15299|t__SGB15299	2|1239|186801|186802||204475||	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01683	0.09634	0	0.03171	0.03235	0.01281	0.07737	0.04839	0.17298	0.03044	0.02143	0	0	0.04087	0	0.0586	0	0.07928	0.01427	0	0	0.02582	0	0	0	0.06898	0	0	0	0	0.00411	0.03872	0	0	0	0.16456	0	0	0	0.01929	0	0	0.06144	0	0	0.00987	0.01126	0	0	0.00836	0.20329	0	0	0.00307	0.03844	0	0.05823	0.0135	0.00201	0.3798	0.034	0.00282	0.44037	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriales_unclassified|g__Gemmiger|s__Gemmiger_SGB15301	2|1239|186801|186802||204475|	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.12707	0	0	0	0.0226	0	0.01395	0.00635	0	0.08478	0.00672	0.0054	0	0	0.00767	0	0	0	0	0	0	0	0.24296	0	0	0	0	0	0	0	0	0.00065	0	0	0	0	0.04607	0.11463	0	0	0	0	0	0.01039	0	0.04347	0	0.05272	0	0.03828	0.0019	0.047	0	0	0	0.02855	0	0	0	0	0	0	0	0.11456	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriales_unclassified|g__Gemmiger|s__Gemmiger_SGB15301|t__SGB15301	2|1239|186801|186802||204475||	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.12707	0	0	0	0.0226	0	0.01395	0.00635	0	0.08478	0.00672	0.0054	0	0	0.00767	0	0	0	0	0	0	0	0.24296	0	0	0	0	0	0	0	0	0.00065	0	0	0	0	0.04607	0.11463	0	0	0	0	0	0.01039	0	0.04347	0	0.05272	0	0.03828	0.0019	0.047	0	0	0	0.02855	0	0	0	0	0	0	0	0.11456	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriales_unclassified|g__Gemmiger|s__Gemmiger_SGB72777	2|1239|186801|186802||204475|	0	0	0	0	0	0	0	0.01015	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriales_unclassified|g__Gemmiger|s__Gemmiger_SGB72777|t__SGB72777	2|1239|186801|186802||204475||	0	0	0	0	0	0	0	0.01015	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriales_unclassified|g__Gemmiger|s__Gemmiger_formicilis	2|1239|186801|186802||204475|745368	0	0	0	0	0	0	0	0	0	0	0	0	0.00809	1.47895	0.10116	0	0.45251	0.01366	0.0618	0.09714	0.01765	0	0.02597	0.17555	0.02748	0.05924	0.39744	0.01982	0.57672	0.18346	0.06017	0.02846	0.14483	0.05921	0.11662	0.04067	0	0	0.09685	1.50609	0	0	0.2167	0	0	0.02169	0	0.45373	0.02544	0.0397	0.03872	0.16432	0.04237	0.16669	0	0	0.05126	0.28633	0.01255	0.04288	0.01158	0.73327	0	0.7542	0	0.82577	0.23655	0.0137	0	0	0.0915	0.19748	0.12986	0	0	0.01174	0.39643	0.25451	0.21123	0.52679	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriales_unclassified|g__Gemmiger|s__Gemmiger_formicilis|t__SGB15300	2|1239|186801|186802||204475|745368|	0	0	0	0	0	0	0	0	0	0	0	0	0.00809	1.47895	0.10116	0	0.45251	0.01366	0.0618	0.09714	0.01765	0	0.02597	0.17555	0.02748	0.05924	0.39744	0.01982	0.57672	0.18346	0.06017	0.02846	0.14483	0.05921	0.11662	0.04067	0	0	0.09685	1.50609	0	0	0.2167	0	0	0.02169	0	0.45373	0.02544	0.0397	0.03872	0.16432	0.04237	0.16669	0	0	0.05126	0.28633	0.01255	0.04288	0.01158	0.73327	0	0.7542	0	0.82577	0.23655	0.0137	0	0	0.0915	0.19748	0.12986	0	0	0.01174	0.39643	0.25451	0.21123	0.52679	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriales_unclassified|g__Intestinimonas	2|1239|186801|186802||1392389	0	0.00396	0.00207	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriales_unclassified|g__Intestinimonas|s__Intestinimonas_butyriciproducens	2|1239|186801|186802||1392389|1297617	0	0.00396	0.00207	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriales_unclassified|g__Intestinimonas|s__Intestinimonas_butyriciproducens|t__SGB15126	2|1239|186801|186802||1392389|1297617|	0	0.00396	0.00207	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae	2|1239|186801|186802|186803	0.00378	0	0.04483	0.0454	0	0	0	0	0	0	0	0	9.2895	13.07653	5.42236	5.46914	11.19721	14.28808	21.94823	16.0744	12.73924	12.87121	5.75635	14.29395	11.24654	8.24665	11.39005	5.65937	12.51724	5.27249	5.42514	1.7855	21.65355	13.33039	13.81264	24.97256	0	3.14383	14.57871	6.55663	0	0	8.20541	5.5078	0	6.11621	39.80013	14.2548	12.49042	8.63952	0.79923	4.99914	5.00989	8.89915	3.41979	1.59526	7.60557	11.75689	5.43556	3.31827	4.04279	8.36047	7.45736	8.74124	0	10.68372	5.93491	6.08933	0	0	4.48277	6.361	7.75306	3.13896	6.41057	1.04721	15.65227	12.11916	6.87547	10.79493	3.44781
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Anaerobutyricum	2|1239|186801|186802|186803|2569097	0	0	0	0	0	0	0	0	0	0	0	0	0.29941	0.26174	0.22578	0.28221	0.20587	0.2476	1.03146	0.45229	1.15498	0.27671	0.09785	0.32859	0.19246	0.10473	0.46806	0.21681	0.25435	0.15435	0.30367	0.13907	0.16181	0.06862	0.42479	0.14132	0	0	0.29605	0.38204	0	0	0.28816	0	0	0.33503	0	0.31555	0.18033	0.12551	0	0.05363	0.16454	0.20211	0	0	0.29743	0.3612	0.00026	0.07354	0.04454	0.53971	0.34199	0.39915	0	0.18386	0.11636	0.39151	0	0	0.20431	0.12095	0.14731	0	0.0184	0	0.39413	0.20248	0.04978	0.16002	0.02405
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Anaerobutyricum|s__Anaerobutyricum_hallii	2|1239|186801|186802|186803|2569097|39488	0	0	0	0	0	0	0	0	0	0	0	0	0	0.26174	0.0969	0.20168	0.17136	0.23982	0.846	0.41069	1.15498	0.16123	0.0923	0.11863	0.01447	0.08422	0.13754	0.0471	0.23806	0	0.30162	0.02599	0.02004	0.01649	0.1449	0	0	0	0.21999	0.2962	0	0	0.19838	0	0	0.3261	0	0.24623	0.00673	0.02883	0	0.01422	0.13394	0.14274	0	0	0.29743	0.22159	0.00026	0.07354	0.00581	0.50789	0.31375	0.23464	0	0.15482	0.09469	0.16663	0	0	0.03861	0.07397	0.14731	0	0.0184	0	0.34859	0.0085	0.04978	0.1409	0.02405
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Anaerobutyricum|s__Anaerobutyricum_hallii|t__SGB4532	2|1239|186801|186802|186803|2569097|39488|	0	0	0	0	0	0	0	0	0	0	0	0	0	0.26174	0.0969	0.20168	0.17136	0.23982	0.846	0.41069	1.15498	0.16123	0.0923	0.11863	0.01447	0.08422	0.13754	0.0471	0.23806	0	0.30162	0.02599	0.02004	0.01649	0.1449	0	0	0	0.21999	0.2962	0	0	0.19838	0	0	0.3261	0	0.24623	0.00673	0.02883	0	0.01422	0.13394	0.14274	0	0	0.29743	0.22159	0.00026	0.07354	0.00581	0.50789	0.31375	0.23464	0	0.15482	0.09469	0.16663	0	0	0.03861	0.07397	0.14731	0	0.0184	0	0.34859	0.0085	0.04978	0.1409	0.02405
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Anaerobutyricum|s__Anaerobutyricum_soehngenii	2|1239|186801|186802|186803|2569097|105843	0	0	0	0	0	0	0	0	0	0	0	0	0.29941	0	0.12889	0.08053	0.03451	0.00779	0.18546	0.0416	0	0.11548	0.00554	0.20996	0.17799	0.02051	0.33052	0.16971	0.01628	0.15435	0.00205	0.11308	0.14177	0.05213	0.27989	0.14132	0	0	0.07606	0.08584	0	0	0.08978	0	0	0.00893	0	0.06932	0.1736	0.09669	0	0.0394	0.0306	0.05937	0	0	0	0.13961	0	0	0.03873	0.03182	0.02824	0.16451	0	0.02904	0.02167	0.22488	0	0	0.1657	0.04698	0	0	0	0	0.04554	0.19398	0	0.01912	0
